study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp
PRJNA208535	SAMN02253377	SRX308001	SRR904854	646099	human metagenome	55449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904854/SRR904854.fastq.gz		402063	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904854
PRJNA208535	SAMN02253393	SRX308002	SRR904855	646099	human metagenome	609769	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904855/SRR904855.fastq.gz		4253723	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904855
PRJNA208535	SAMN02253394	SRX308003	SRR904856	646099	human metagenome	483072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904856/SRR904856.fastq.gz		3364406	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904856
PRJNA208535	SAMN02253395	SRX308004	SRR904857	646099	human metagenome	429430	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904857/SRR904857.fastq.gz		2862714	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904857
PRJNA208535	SAMN02253396	SRX308005	SRR904858	646099	human metagenome	499896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904858/SRR904858.fastq.gz		3300288	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904858
PRJNA208535	SAMN02253397	SRX308006	SRR904859	646099	human metagenome	492544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904859/SRR904859.fastq.gz		3086088	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904859
PRJNA208535	SAMN02253398	SRX308007	SRR904860	646099	human metagenome	426152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904860/SRR904860.fastq.gz		2637780	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904860
PRJNA208535	SAMN02253399	SRX308008	SRR904861	646099	human metagenome	419053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904861/SRR904861.fastq.gz		2566946	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904861
PRJNA208535	SAMN02253400	SRX308009	SRR904862	646099	human metagenome	404641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904862/SRR904862.fastq.gz		2474733	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904862
PRJNA208535	SAMN02253401	SRX308010	SRR904863	646099	human metagenome	418922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904863/SRR904863.fastq.gz		2575154	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904863
PRJNA208535	SAMN02253402	SRX308011	SRR904864	646099	human metagenome	483339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904864/SRR904864.fastq.gz		3078029	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904864
PRJNA208535	SAMN02253403	SRX308012	SRR904865	646099	human metagenome	531305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904865/SRR904865.fastq.gz		3323043	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904865
PRJNA208535	SAMN02253404	SRX308013	SRR904866	646099	human metagenome	463514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904866/SRR904866.fastq.gz		2893406	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904866
PRJNA208535	SAMN02253405	SRX308014	SRR904867	646099	human metagenome	444694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904867/SRR904867.fastq.gz		2797296	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904867
PRJNA208535	SAMN02253406	SRX308015	SRR904868	646099	human metagenome	14238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904868/SRR904868.fastq.gz		137429	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904868
PRJNA208535	SAMN02253407	SRX308016	SRR904869	646099	human metagenome	448319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904869/SRR904869.fastq.gz		2784026	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904869
PRJNA208535	SAMN02253408	SRX308017	SRR904870	646099	human metagenome	524153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904870/SRR904870.fastq.gz		3232440	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904870
PRJNA208535	SAMN02253409	SRX308018	SRR904871	646099	human metagenome	565034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904871/SRR904871.fastq.gz		3343170	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904871
PRJNA208535	SAMN02253410	SRX308019	SRR904872	646099	human metagenome	466398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904872/SRR904872.fastq.gz		2678360	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904872
PRJNA208535	SAMN02253411	SRX308020	SRR904873	646099	human metagenome	465792	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904873/SRR904873.fastq.gz		2912466	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904873
PRJNA208535	SAMN02253412	SRX308021	SRR904874	646099	human metagenome	487989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904874/SRR904874.fastq.gz		2798529	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904874
PRJNA208535	SAMN02253413	SRX308022	SRR904875	646099	human metagenome	428652	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904875/SRR904875.fastq.gz		2562130	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904875
PRJNA208535	SAMN02253414	SRX308023	SRR904876	646099	human metagenome	171210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904876/SRR904876.fastq.gz		1192981	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904876
PRJNA208535	SAMN02253415	SRX308024	SRR904877	646099	human metagenome	585228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904877/SRR904877.fastq.gz		3763864	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904877
PRJNA208535	SAMN02253416	SRX308025	SRR904878	646099	human metagenome	630092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904878/SRR904878.fastq.gz		4256863	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904878
PRJNA208535	SAMN02253417	SRX308026	SRR904879	646099	human metagenome	513293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904879/SRR904879.fastq.gz		3209580	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904879
PRJNA208535	SAMN02253418	SRX308027	SRR904880	646099	human metagenome	603855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904880/SRR904880.fastq.gz		3822822	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904880
PRJNA208535	SAMN02253419	SRX308028	SRR904881	646099	human metagenome	580334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904881/SRR904881.fastq.gz		3760569	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904881
PRJNA208535	SAMN02253420	SRX308029	SRR904882	646099	human metagenome	590808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904882/SRR904882.fastq.gz		3532159	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904882
PRJNA208535	SAMN02253421	SRX308030	SRR904883	646099	human metagenome	559042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904883/SRR904883.fastq.gz		3337973	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904883
PRJNA208535	SAMN02253934	SRX308031	SRR904884	646099	human metagenome	550581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904884/SRR904884.fastq.gz		3250295	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904884
PRJNA208535	SAMN02253935	SRX308032	SRR904885	646099	human metagenome	582545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904885/SRR904885.fastq.gz		3499054	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904885
PRJNA208535	SAMN02253936	SRX308033	SRR904886	646099	human metagenome	653784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904886/SRR904886.fastq.gz		4331512	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904886
PRJNA208535	SAMN02253937	SRX308034	SRR904887	646099	human metagenome	512083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904887/SRR904887.fastq.gz		3411667	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904887
PRJNA208535	SAMN02253938	SRX308035	SRR904888	646099	human metagenome	397541	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904888/SRR904888.fastq.gz		2677360	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904888
PRJNA208535	SAMN02253939	SRX308036	SRR904889	646099	human metagenome	880751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904889/SRR904889.fastq.gz		6716039	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904889
PRJNA208535	SAMN02253940	SRX308037	SRR904890	646099	human metagenome	939483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904890/SRR904890.fastq.gz		7204808	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904890
PRJNA208535	SAMN02253941	SRX308038	SRR904891	646099	human metagenome	785877	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904891/SRR904891.fastq.gz		5896583	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904891
PRJNA208535	SAMN02253942	SRX308039	SRR904892	646099	human metagenome	1133176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904892/SRR904892.fastq.gz		8538017	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904892
PRJNA208535	SAMN02253943	SRX308040	SRR904893	646099	human metagenome	919731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904893/SRR904893.fastq.gz		6934406	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904893
PRJNA208535	SAMN02253944	SRX308041	SRR904894	646099	human metagenome	856493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904894/SRR904894.fastq.gz		6440069	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904894
PRJNA208535	SAMN02253945	SRX308042	SRR904895	646099	human metagenome	1078395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904895/SRR904895.fastq.gz		8009684	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904895
PRJNA208535	SAMN02253946	SRX308043	SRR904896	646099	human metagenome	776317	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904896/SRR904896.fastq.gz		5693248	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904896
PRJNA208535	SAMN02253947	SRX308044	SRR904897	646099	human metagenome	905853	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904897/SRR904897.fastq.gz		6760183	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904897
PRJNA208535	SAMN02253948	SRX308045	SRR904898	646099	human metagenome	597305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904898/SRR904898.fastq.gz		4008070	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904898
PRJNA208535	SAMN02253949	SRX308046	SRR904899	646099	human metagenome	443777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904899/SRR904899.fastq.gz		2911044	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904899
PRJNA208535	SAMN02253950	SRX308047	SRR904900	646099	human metagenome	417292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904900/SRR904900.fastq.gz		2755797	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904900
PRJNA208535	SAMN02253951	SRX308048	SRR904901	646099	human metagenome	614598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904901/SRR904901.fastq.gz		4332995	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904901
PRJNA208535	SAMN02253952	SRX308049	SRR904902	646099	human metagenome	602384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904902/SRR904902.fastq.gz		4210060	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904902
PRJNA208535	SAMN02253953	SRX308050	SRR904903	646099	human metagenome	682513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904903/SRR904903.fastq.gz		5127377	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904903
PRJNA208535	SAMN02253954	SRX308051	SRR904904	646099	human metagenome	765617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904904/SRR904904.fastq.gz		5334534	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904904
PRJNA208535	SAMN02253955	SRX308052	SRR904905	646099	human metagenome	720500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904905/SRR904905.fastq.gz		5358700	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904905
PRJNA208535	SAMN02253956	SRX308053	SRR904906	646099	human metagenome	755712	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904906/SRR904906.fastq.gz		5423708	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904906
PRJNA208535	SAMN02253957	SRX308054	SRR904907	646099	human metagenome	621386	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904907/SRR904907.fastq.gz		4354212	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904907
PRJNA208535	SAMN02253958	SRX308055	SRR904908	646099	human metagenome	712538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904908/SRR904908.fastq.gz		5028688	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904908
PRJNA208535	SAMN02253959	SRX308056	SRR904909	646099	human metagenome	489825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904909/SRR904909.fastq.gz		3429307	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904909
PRJNA208535	SAMN02253960	SRX308057	SRR904910	646099	human metagenome	559277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904910/SRR904910.fastq.gz		3882313	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904910
PRJNA208535	SAMN02253961	SRX308058	SRR904911	646099	human metagenome	693659	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904911/SRR904911.fastq.gz		4836761	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904911
PRJNA208535	SAMN02253962	SRX308059	SRR904912	646099	human metagenome	466660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904912/SRR904912.fastq.gz		3312088	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904912
PRJNA208535	SAMN02253963	SRX308060	SRR904913	646099	human metagenome	510690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904913/SRR904913.fastq.gz		3632356	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904913
PRJNA208535	SAMN02253964	SRX308061	SRR904914	646099	human metagenome	539578	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904914/SRR904914.fastq.gz		3787297	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904914
PRJNA208535	SAMN02253965	SRX308062	SRR904915	646099	human metagenome	513044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904915/SRR904915.fastq.gz		3568581	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904915
PRJNA208535	SAMN02253422	SRX308063	SRR904916	646099	human metagenome	676994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904916/SRR904916.fastq.gz		4921290	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904916
PRJNA208535	SAMN02253423	SRX308064	SRR904917	646099	human metagenome	669008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904917/SRR904917.fastq.gz		4768715	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904917
PRJNA208535	SAMN02253424	SRX308070	SRR904918	646099	human metagenome	564405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904918/SRR904918.fastq.gz		3924582	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904918
PRJNA208535	SAMN02253930	SRX308074	SRR904919	646099	human metagenome	558677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904919/SRR904919.fastq.gz		3871652	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904919
PRJNA208535	SAMN02253931	SRX308075	SRR904920	646099	human metagenome	534028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904920/SRR904920.fastq.gz		3802116	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904920
PRJNA208535	SAMN02253932	SRX308076	SRR904921	646099	human metagenome	477414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904921/SRR904921.fastq.gz		3426688	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904921
PRJNA208535	SAMN02253933	SRX308077	SRR904922	646099	human metagenome	680879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904922/SRR904922.fastq.gz		4796212	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904922
PRJNA208535	SAMN02253966	SRX308078	SRR904923	646099	human metagenome	509839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904923/SRR904923.fastq.gz		4795551	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904923
PRJNA208535	SAMN02253967	SRX308079	SRR904924	646099	human metagenome	1079460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904924/SRR904924.fastq.gz		10072675	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904924
PRJNA208535	SAMN02253968	SRX308080	SRR904925	646099	human metagenome	839368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904925/SRR904925.fastq.gz		7810351	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904925
PRJNA208535	SAMN02253969	SRX308081	SRR904926	646099	human metagenome	941134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904926/SRR904926.fastq.gz		8683219	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904926
PRJNA208535	SAMN02253970	SRX308082	SRR904927	646099	human metagenome	1059183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904927/SRR904927.fastq.gz		9922467	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904927
PRJNA208535	SAMN02253971	SRX308083	SRR904928	646099	human metagenome	665408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904928/SRR904928.fastq.gz		6194148	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904928
PRJNA208535	SAMN02253972	SRX308084	SRR904989	646099	human metagenome	69061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904989/SRR904989.fastq.gz		681210	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904989
PRJNA208535	SAMN02253973	SRX308085	SRR904990	646099	human metagenome	841494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904990/SRR904990.fastq.gz		7888890	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904990
PRJNA208535	SAMN02253974	SRX308086	SRR904991	646099	human metagenome	848087	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904991/SRR904991.fastq.gz		7991588	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904991
PRJNA208535	SAMN02253976	SRX308087	SRR904992	646099	human metagenome	121906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904992/SRR904992.fastq.gz		1074775	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904992
PRJNA208535	SAMN02253975	SRX308088	SRR904993	646099	human metagenome	965305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904993/SRR904993.fastq.gz		8958811	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904993
PRJNA208535	SAMN02253977	SRX308089	SRR904994	646099	human metagenome	393544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904994/SRR904994.fastq.gz		2859783	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904994
PRJNA208535	SAMN02253978	SRX308090	SRR904995	646099	human metagenome	896694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904995/SRR904995.fastq.gz		7575777	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904995
PRJNA208535	SAMN02253979	SRX308091	SRR904996	646099	human metagenome	557449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904996/SRR904996.fastq.gz		5083021	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904996
PRJNA208535	SAMN02253980	SRX308092	SRR904997	646099	human metagenome	1045554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904997/SRR904997.fastq.gz		9700937	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904997
PRJNA208535	SAMN02253981	SRX308093	SRR904998	646099	human metagenome	672825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904998/SRR904998.fastq.gz		6349210	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904998
PRJNA208535	SAMN02253982	SRX308094	SRR904999	646099	human metagenome	841804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR904/SRR904999/SRR904999.fastq.gz		7998526	ftp.sra.ebi.ac.uk/vol1/srr/SRR904/SRR904999
PRJNA208535	SAMN02253983	SRX308095	SRR905000	646099	human metagenome	1090426	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905000/SRR905000.fastq.gz		10298980	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905000
PRJNA208535	SAMN02253984	SRX308096	SRR905001	646099	human metagenome	1005799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905001/SRR905001.fastq.gz		9383360	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905001
PRJNA208535	SAMN02253985	SRX308097	SRR905002	646099	human metagenome	995475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905002/SRR905002.fastq.gz		9509387	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905002
PRJNA208535	SAMN02253986	SRX308098	SRR905003	646099	human metagenome	997338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905003/SRR905003.fastq.gz		9549485	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905003
PRJNA208535	SAMN02253987	SRX308099	SRR905004	646099	human metagenome	1082989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905004/SRR905004.fastq.gz		10147828	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905004
PRJNA208535	SAMN02253988	SRX308100	SRR905005	646099	human metagenome	769170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905005/SRR905005.fastq.gz		7270061	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905005
PRJNA208535	SAMN02253989	SRX308101	SRR905006	646099	human metagenome	909604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905006/SRR905006.fastq.gz		8511728	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905006
PRJNA208535	SAMN02253990	SRX308102	SRR905007	646099	human metagenome	1221609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905007/SRR905007.fastq.gz		11555815	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905007
PRJNA208535	SAMN02253991	SRX308103	SRR905008	646099	human metagenome	988392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905008/SRR905008.fastq.gz		9283033	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905008
PRJNA208535	SAMN02253992	SRX308104	SRR905009	646099	human metagenome	1148270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905009/SRR905009.fastq.gz		10836445	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905009
PRJNA208535	SAMN02253993	SRX308105	SRR905010	646099	human metagenome	90253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905010/SRR905010.fastq.gz		868812	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905010
PRJNA208535	SAMN02253994	SRX308107	SRR905011	646099	human metagenome	836164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905011/SRR905011.fastq.gz		7561866	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905011
PRJNA208535	SAMN02253995	SRX308108	SRR905012	646099	human metagenome	722049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905012/SRR905012.fastq.gz		6719156	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905012
PRJNA208535	SAMN02253996	SRX308109	SRR905013	646099	human metagenome	868267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905013/SRR905013.fastq.gz		7993203	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905013
PRJNA208535	SAMN02253997	SRX308110	SRR905014	646099	human metagenome	929061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905014/SRR905014.fastq.gz		8610628	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905014
PRJNA208535	SAMN02254044	SRX308111	SRR905015	646099	human metagenome	891745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905015/SRR905015.fastq.gz		8330314	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905015
PRJNA208535	SAMN02254045	SRX308112	SRR905016	646099	human metagenome	1009630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905016/SRR905016.fastq.gz		9417180	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905016
PRJNA208535	SAMN02254046	SRX308113	SRR905017	646099	human metagenome	862252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905017/SRR905017.fastq.gz		7982543	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905017
PRJNA208535	SAMN02254047	SRX308114	SRR905018	646099	human metagenome	1120141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905018/SRR905018.fastq.gz		10431481	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905018
PRJNA208535	SAMN02254048	SRX308115	SRR905019	646099	human metagenome	1107684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905019/SRR905019.fastq.gz		10250247	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905019
PRJNA208535	SAMN02254049	SRX308116	SRR905020	646099	human metagenome	922874	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905020/SRR905020.fastq.gz		8623880	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905020
PRJNA208535	SAMN02254050	SRX308117	SRR905021	646099	human metagenome	961942	ftp.sra.ebi.ac.uk/vol1/fastq/SRR905/SRR905021/SRR905021.fastq.gz		8935545	ftp.sra.ebi.ac.uk/vol1/srr/SRR905/SRR905021
